1,Susceptible,Easily influenced or affected,Children are often more susceptible to illnesses during the winter.,Resistant
2,Tractable,Easily managed or controlled,The dog's tractable nature made him easy to train.,Stubborn
3,Uncanny,"Extraordinary, weird",He had an uncanny ability to predict the outcome of the games.,Normal
4,Uncouth,"Crude, lacking manners",His uncouth behavior at the dinner shocked everyone.,Polished
5,Unfathomable,"Incomprehensible, unbelievable",The vastness of space is unfathomable to the human mind.,Understandable
6,Ungainly,"Clumsy, awkward",The ungainly teenager tripped over his own feet.,Graceful
7,Urbane,"Elegant, sophisticated",His urbane manners made him a favorite at social gatherings.,Unrefined
8,Venerable,Commanding respect because of age or dignity,The venerable professor was admired by students and colleagues alike.,Disreputable
9,Virtuoso,One with exceptional musical skill,"The young violinist was a virtuoso, performing with a depth beyond his years.",Amateur
10,Wry,Clever or grim sense of humor,His wry comments often lightened the mood during tense moments.,Serious
11,Corroborate,To strengthen or support with additional evidence,The witness's testimony corroborated the alibi.,Contradict
12,Decorum,"Order, politeness",Her sense of decorum was evident in how she handled the situation.,Rudeness
13,Equitable,"Fair, even-handed",The judge made an equitable decision based on the evidence presented.,Biased
14,Illicit,Illegal,He was arrested for his involvement in illicit activities.,Legal
15,Incriminate,To accuse someone of a crime,The evidence incriminated him in the robbery.,Exonerate
16,Indict,Formally accuse of a crime,The grand jury indicted him on several charges of fraud.,Acquit
17,Indignant,Angered by injustice,She was indignant when she learned she was passed over for promotion due to her gender.,Content
18,Indulgent,Lenient,"His indulgent parents never disciplined him, no matter what he did.",Strict
19,Judicious,"Fair, showing good judgment",The committee made a judicious decision that benefited everyone.,Unwise
20,Ratify,To approve or confirm,The treaty was ratified by both countries.,Reject
21,Sanction,To formally approve,The board sanctioned the new policy with a unanimous vote.,Disapprove
22,Vindicate,To clear of blame or suspicion,"The new evidence vindicated the man, proving he was innocent of the crime.",Blame
23,Altruistic,"Generous, selfless",Her altruistic nature drove her to volunteer at the shelter every weekend.,Selfish
24,Avarice,Greed,His avarice led him to make unethical business decisions.,Generosity
25,Benevolent,Well-meaning and kindly; showing goodwill,The benevolent stranger offered to help the lost tourists find their way.,"Malevolent, Unkind"
