1,Recessive,Tending to recede or go backward,The gene for blue eyes is recessive.,Dominant
2,Relegate,To assign to a lower position,She was relegated to a smaller role in the play.,Promote
3,Relinquish,To give up or surrender,He relinquished control of the company to his partner.,Retain
4,Repertory,A collection of plays or works,The theater company had a large repertory of Shakespearean plays.,Single piece
5,Satiate,To satisfy fully,The large meal satiated his hunger.,Deprive
6,Saturate,To soak or fill completely,The rain saturated the soil.,Dry
7,Scanty,Small or insufficient in quantity,His scanty salary was barely enough to pay rent.,Abundant
8,Scope,The range or extent of something,The scope of the project was much larger than expected.,Limitation
9,Superfluous,More than what is needed,She bought a superfluous amount of decorations for the party.,Necessary
10,Surfeit,An excessive amount,The surfeit of food at the banquet was overwhelming.,Shortage
11,"Teem, Teeming",To be full of or swarming with,The pond was teeming with fish.,Empty
12,Trifling,Of little importance or value,Their argument was over a trifling matter.,Significant
13,Ubiquitous,Present everywhere,Smartphones have become ubiquitous in modern society.,Rare
14,"Vacuous, Vacuity",Lacking thought or intelligence,His vacuous expression showed he wasn't paying attention.,Insightful
15,Viscous,Thick and sticky,The viscous syrup slowly dripped from the bottle.,Fluid
16,Waning,Decreasing in size or strength,His influence over the team was waning.,Increasing
17,Byzantine,Complex and intricate,The byzantine nature of the tax code confuses many people.,Simple
18,"Cacophonous, Cacophony",Harsh or discordant sounds,The cacophonous noise from the construction site was unbearable.,Harmonious
19,Cursory,Hasty and not thorough,He gave the report a cursory glance before the meeting.,Thorough
20,Gait,A person's manner of walking,His slow gait suggested he was tired.,Posture
21,Garish,Excessively bright or flashy,The garish colors of the outfit made her stand out.,Subtle
22,Glutton(ous),Someone who consumes too much food or drink,"He was a glutton at the buffet, trying every dish.",Moderate
23,Lurid,Vivid in a shocking way,The lurid details of the crime fascinated the media.,Dull
24,Malleable,Easily influenced or shaped,The clay was malleable in her hands as she formed the sculpture.,Rigid
25,Ramshackle,In a state of severe disrepair,The old ramshackle house looked like it could collapse at any moment.,Well-built
