1,Impasse,"Obstacle, deadlock","The negotiations reached an impasse, with neither side willing to compromise.",Breakthrough
2,Indomitable,Too strong to be defeated,Her indomitable spirit kept her going even when things were tough.,Weak
3,Intrepid,"Courageous, fearless",The intrepid adventurer explored the uncharted wilderness.,Cowardly
4,Onerous,"Difficult, trying",The task was so onerous that many employees quit.,Easy
5,Servile,"Submissive, subservient",His servile attitude towards his boss was noticed by everyone.,Dominant
6,Steadfast,"Loyal, not yielding","She remained steadfast in her belief, despite opposition.",Wavering
7,Subservient,"Obedient, yielding",The subservient assistant followed every order without question.,Independent
8,Tenacious,"Determined, persistent",Her tenacious efforts finally paid off when she was accepted into the program.,Weak-willed
9,Tenuous,"Insignificant, flimsy",His argument was tenuous and failed to convince the jury.,Strong
10,Tribulation,"Suffering, distress",The family endured many tribulations during the difficult times.,Joy
11,Vying,Striving,Several companies were vying for the lucrative contract.,Ignoring
12,Acumen,Insightfulness,Her business acumen helped her turn the company into a success.,Ignorance
13,Adept,Skillful,She is adept at solving complex problems.,Clumsy
14,Adroit,Skillful,The surgeon's adroit hands saved the patient.,Inept
15,Anthropology,Study of human beings,He decided to major in anthropology to learn more about ancient cultures.,None
16,Boorish,"Crude, unmannered",His boorish behavior at the dinner offended many guests.,Polite
17,Cerebral,Intellectual,The book is too cerebral for me; I prefer more action-packed stories.,Unintelligent
18,Churlish,"Rude, boorish",The churlish comments upset everyone at the table.,Polite
19,Conscientious,"Careful, diligent",She was conscientious in completing her assignments on time.,Careless
20,Cosmopolitan,"Sophisticated, urbane","He has a cosmopolitan view, having traveled to many countries.",Provincial
21,Credulity,"Gullibility, tendency to believe too easily",Her credulity made her an easy target for scams.,Skepticism
22,Didactic,Morally instructive,The didactic novel aimed to teach its readers about kindness and empathy.,Uninstructive
23,Discern,To perceive or recognize,He could discern the slight differences between the original painting and the replica.,Overlook
24,Epiphany,Sudden realization,She had an epiphany about her career while on vacation.,Confusion
25,Erudite,Having or showing great knowledge or learning,The professor's erudite lecture on quantum physics left the students in awe of his expertise.,"Ignorant, Uneducated"
