1,"Ignominy, Ignominious",Public shame or disgrace,His ignominious defeat ended his career in politics.,Honor
2,Imperious,Assuming power or authority without justification,His imperious tone alienated his colleagues.,Submissive
3,"Impudence, Impudent",Not showing respect for others,The child was punished for his impudence toward the teacher.,Politeness
4,"Insolence, Insolent",Rude and disrespectful behavior,Her insolent reply shocked everyone in the room.,Respectful
5,"Irreverent, Irreverence",Lack of respect for serious things,His irreverent comments during the meeting were inappropriate.,Respectful
6,"Notoriety, Notorious",Famous for something bad,The notorious gangster was finally arrested.,Obscurity
7,Obdurate,Stubbornly refusing to change one's opinion,"Despite the evidence, he remained obdurate in his stance.",Compliant
8,"Obstinate, Obstinacy",Stubbornly refusing to change despite attempts to persuade,His obstinate refusal to cooperate caused delays.,Agreeable
9,"Opportunist, Opportunistic",Taking advantage of opportunities with little regard for principle,The opportunistic politician changed his views to gain more support.,Principled
10,Peremptory,Insisting on immediate attention or obedience,The officer gave a peremptory command to the soldiers.,Hesitant
11,Presumptuous,"Overstepping bounds, inappropriate boldness",It was presumptuous of him to assume she would agree.,Humble
12,Recalcitrant,Having an uncooperative attitude towards authority,The recalcitrant student refused to follow the teacher's instructions.,Compliant
13,Self-righteous,Believing one's own actions and opinions are morally superior,Her self-righteous attitude alienated her friends.,Modest
14,Self-serving,Prioritizing one's own advantage over others,His self-serving behavior damaged his relationships with colleagues.,Altruistic
15,Supercilious,Behaving as if superior to others,The supercilious waiter made the guests feel unwelcome.,Humble
16,Unabashed,Not embarrassed or ashamed,She was unabashed in her pursuit of success.,Ashamed
17,Wayward,Difficult to control or predict,His wayward behavior made him difficult to manage.,Docile
18,Bog,To be hindered or stalled,He got bogged down in the details of the project.,Advance
19,Coalesce,To come together to form one whole,The different factions coalesced into a united group.,Separate
20,Confluence,"The junction of two rivers, or the merging of ideas",There was a confluence of new ideas at the conference.,Divergence
21,Disseminate,To spread widely,The internet allows information to be disseminated rapidly.,Conceal
22,Effervesce,"To bubble, fizz, or show enthusiasm",Her effervescent personality made her the life of the party.,Flat
23,Elicit,To draw out a response or reaction,His question elicited a thoughtful answer.,Suppress
24,Indigenous,Originating in a particular place,The indigenous people of the region have lived there for centuries.,Foreign
25,Induce,To cause,Their fight induced their expulsion form the school.,effect
