1,Bequeath,To hand down through a will,He bequeathed his estate to his children in his will.,Disinherit
2,Depreciation,Decrease in value,The depreciation of the car's value was expected after five years of use.,Appreciation
3,Destitute,"Poor, lacking necessities",The charity aims to help destitute families get back on their feet.,Affluent
4,Exorbitant,Too expensive,The prices in the city were exorbitant compared to those in the countryside.,Reasonable
5,Frugal,"Cheap, economical",His frugal habits allowed him to save money over the years.,Extravagant
6,Lucrative,Profitable,She left her job to pursue a more lucrative career in finance.,Unprofitable
7,Luxuriant,"Lush, elaborate",The garden was filled with luxuriant plants and flowers.,Sparse
8,Magnanimous,Generous,His magnanimous donation helped build a new school in the village.,Selfish
9,Mercenary,Motivated by money,The mercenary soldier fought for whoever paid him the most.,Altruistic
10,Miserly,"Cheap, stingy",His miserly habits made him wealthy but also left him friendless.,Generous
11,Patronize,To financially support or to condescend,She patronizes the local coffee shop every morning.,Boycott
12,Penurious,"Stingy, poor",His penurious lifestyle was evident in his refusal to spend money on anything unnecessary.,Generous
13,Perquisite,An additional payment or bonus,One of the perquisites of his job was access to the company car.,Disadvantage
14,Philanthropist,Someone who supports charity,The philanthropist donated millions to help fund education programs.,Miser
15,Procure,To get or provide,She procured the necessary documents for her application.,Lose
16,Provident,"Prudent, frugal",His provident savings ensured he had a comfortable retirement.,Wasteful
17,Squander,To waste,He squandered his inheritance on frivolous purchases.,Save
18,Venal,Willing to accept bribes,The venal politician was caught accepting money in exchange for favors.,Honest
19,Vocation,Career,She felt that teaching was her true vocation.,Hobby
20,Aberration,Deviation from the norm,"The storm was an aberration, as the region usually experiences mild weather.",Normalcy
21,Accost,To confront,He was accosted by a stranger demanding money.,Avoid
22,Adamant,Not yielding,She was adamant in her decision and refused to change her mind.,Flexible
23,Apathetic,Lacking interest,The student's apathetic attitude towards the class was concerning.,Interested
24,Ascendancy,"Influence, domination",His ascendancy in the company was undeniable after his promotion to CEO.,Subordination
25,Ascetic,"Characterized by severe self-discipline and abstention from indulgence, often for religious reasons","The monk led an ascetic lifestyle, choosing to live in solitude and refrain from material possessions.","Indulgent, Extravagant"
