1,Reverent,"Respectful, showing deep respect",The crowd was reverent as the hero's achievements were recounted.,Disrespectful
2,Sanctity,"Holiness, sacredness",The sanctity of the ancient temple was respected by all visitors.,Profanity
3,Staunch,Loyal and committed,He was a staunch supporter of animal rights.,Disloyal
4,Stock,"Standard, common  His speech was filled with stock","phrases, lacking originality.",Unique
5,Strident,Loud and harsh,The strident alarm woke everyone in the building.,Soft
6,Subversive,Seeking to overthrow,The book was banned for its subversive ideas.,Loyal
7,Supplant,To replace,Newer technologies have supplanted older devices.,Retain
8,Sycophant,"Flatterer, someone who acts obsequiously","He was known as a sycophant, always agreeing with the boss.",Critic
9,Toady,A person who behaves obsequiously,The toady eagerly complimented his manager at every opportunity.,Opponent
10,Totalitarian,"Undemocratic, authoritarian control",The totalitarian regime controlled every aspect of citizens' lives.,Democratic
11,Trite,"Common, overused",His essay was filled with trite expressions.,Original
12,Usurp,To seize power unlawfully,The general attempted to usurp the throne.,Relinquish
13,Zealot,"Fanatic, excessively enthusiastic","He was a zealot, willing to sacrifice everything for his beliefs.",Moderate
14,Assail,To attack verbally,The politician was assailed by critics.,Defend
15,Berate,To scold harshly,The coach berated the team for their poor performance.,Praise
16,Castigate,To punish or criticize severely,The teacher castigated the student for cheating.,Commend
17,Censorious,Harshly critical,Her censorious remarks offended her friends.,Approving
18,Censure,To scold or reprimand,The official was censured for his misconduct.,Applaud
19,Chastise,To punish or criticize,The mother chastised her son for his misbehavior.,Praise
20,Chide,To scold,She chided her friend for being late.,Compliment
21,Consternation,"Dismay, worry",He looked at the broken vase with consternation.,Relief
22,Contemptuous,Showing disdain,Her contemptuous remarks upset her colleagues.,Respectful
23,Contemptible,"Despicable, deserving of disdain",The contemptible behavior shocked the community.,Honorable
24,Culpable,Deserving blame or censure; guilty,The manager was culpable for the violations.,"Innocent, Blameless"
25,Denigrate,Criticize unfairly,She was denignated by scholars.,Praise
