1,Inert,Not moving or active,The rock remained inert for centuries.,Active
2,Inherent,"Intrinsic, natural",She has an inherent talent for music.,Acquired
3,Multifarious,Having many types,The multifarious talents of the artist amazed everyone.,Limited
4,Precipitate,Outcome,The heavy rain precipitated a flood.,Delay
5,Abate,To lessen,The storm finally abated after hours of chaos.,Intensify
6,Allocate,To assign or portion,They allocated a section of the budget for research.,Withhold
7,Atrophy,Waste away,The patient's muscles began to atrophy from lack of use.,Strengthen
8,Attenuate,To weaken or reduce,The signal was attenuated as it passed through the walls.,Strengthen
9,Burgeon,To grow or flourish,Her interest in science burgeoned after the field trip.,Decline
10,Circumscribe,To restrict,Their activities were circumscribed by the new regulations.,Expand
11,Copious,Abundant,She took copious notes during the lecture.,Scarce
12,Dearth,Scarcity,There was a dearth of volunteers for the project.,Abundance
13,Devoid,Lacking,The desert is devoid of water.,Full
14,Diffuse,To spread out,The light diffused through the frosted glass.,Concentrate
15,"Diminutive, Diminution",Extremely small,The diminutive bird fit easily in the palm of his hand.,Large
16,Efface(ment),To erase,Time had effaced the memories of his childhood.,Preserve
17,Encompass,To include or surround,The syllabus encompasses all areas of the subject.,Exclude
18,Encroaching,Intrusive,The weeds were encroaching on the garden.,Receding
19,Excavate,To unearth or dig up,Archaeologists excavated the ancient city.,Bury
20,Extricate,To disentangle,She extricated herself from the awkward situation.,Entangle
21,Gargantuan,Gigantic,The gargantuan statue towered over the park.,Tiny
22,Germinate,(Cause to) grow,The seeds began to germinate after being planted.,Wither
23,Hamper (verb),To hinder or restrict,The heavy traffic hampered their journey.,Aid
24,Incubate,To develop or grow,The eggs were incubated under controlled conditions.,Halt
25,Indiscriminate,Done at random or without careful judgment; not selective,The indiscriminate use of pesticides harmed not only pests but also beneficial insects in the garden.,"Discriminate, Selective"
