1,Listless,"Languid, sluggish",She felt listless after staying up all night.,Energetic
2,Lull,Short period of calm,There was a lull in the conversation after the awkward comment.,Commotion
3,Pacify,To soothe or calm,The mother pacified her crying baby with a lullaby.,Agitate
4,Placate,To calm someone down,The manager tried to placate the upset customer with a discount.,Provoke
5,Placid,Calm,The placid lake was a perfect spot for relaxation.,Agitated
6,Raucous,"Harsh, rowdy",The raucous crowd made it difficult to hear the speaker.,Quiet
7,Rouse,"To provoke, excite",The leader's speech roused the crowd into action.,Calm
8,Scintillating,"Lively, effervescent",Her scintillating performance captivated the audience.,Dull
9,Stagnant,"Not moving, inactive",The stagnant water in the pond became a breeding ground for mosquitoes.,Flowing
10,Static,Not moving,The static economy showed no signs of growth.,Dynamic
11,Torpor,"Drowsiness, apathy","After a big meal, he fell into a state of torpor.",Energy
12,Unruly,"Boisterous, unrestrained",The unruly children caused chaos in the classroom.,Disciplined
13,Vapid,"Dull, uninteresting",The conversation was so vapid that he struggled to stay awake.,Exciting
14,Abhor,Hatred,She abhors violence in any form.,Love
15,Acrimony,Bitter animosity,The acrimony between the two rivals was evident during the debate.,Friendship
16,Amiable,Friendly,Her amiable personality made her well-liked by everyone.,Unfriendly
17,Amicable,Friendly,"Their divorce was surprisingly amicable, with both parties agreeing on terms.",Hostile
18,Antipathy,Dislike,He had a deep antipathy for dishonesty.,Affection
19,Congenial,Pleasant,The congenial atmosphere made the party enjoyable for everyone.,Unpleasant
20,Disputatious,Quarrelsome,Her disputatious nature often led to arguments with her friends.,Agreeable
21,Distaste,"Dislike, aversion",He expressed his distaste for the new policy.,Liking
22,Empathetic,Compassionate,She was empathetic towards her friend's struggles.,Apathetic
23,Estrange,Alienate,The argument estranged him from his family for years.,Reconcile
24,Exacting,"Demanding, severe",The exacting standards of the program were difficult to meet.,Lenient
25,Genial,Friendly and cheerful,His genial smile and warm greeting made everyone feel welcome at the party.,"Unfriendly, Hostile"
