1,Deprecate,To express disapproval of,He deprecated the idea of increasing taxes.,Approve
2,Deride,To mock or ridicule,The critics derided the actor's latest performance.,Praise
3,Derogatory,Showing a critical or disrespectful attitude,The derogatory comments hurt her feelings.,Complimentary
4,Discount (verb),To disregard or dismiss as unimportant,He discounted her concerns about the project.,Consider
5,Disparage,To belittle or speak down on,She disparaged his achievements in front of others.,Compliment
6,"Eulogy, Eulogize",A speech or piece of writing praising someone,The eulogy highlighted all of his major life accomplishments.,Criticism
7,Extol,To praise enthusiastically,The teacher extolled the student's dedication to her studies.,Condemn
8,"Laud, Laudatory",To give praise; praiseworthy,The company received laudatory reviews for its innovation.,Disparaging
9,Noxious,"Harmful, poisonous",The noxious fumes from the factory posed a health hazard.,Harmless
10,Reprehensible,Deserving condemnation,His reprehensible actions led to his expulsion from school.,Admirable
11,Reprimand,A formal expression of disapproval,The employee received a reprimand for his tardiness.,Commendation
12,Reproach,To express disappointment or disapproval,She reproached him for being late to the meeting.,Praise
13,Scathing,Severely critical,The scathing review damaged the author's reputation.,Mild
14,Slight (verb),To insult by treating with neglect,She felt slighted when they didn't invite her to the party.,Compliment
15,Spurn,To reject with disdain or contempt,He spurned her offer to help with the project.,Accept
16,Tirade,"A long, angry speech",His tirade about the unfair treatment lasted over an hour.,Compliment
17,Tout,To publicly praise or promote,The company touted its new product as a game-changer.,Criticize
18,Affected,"Pretentious, designed to impress",His affected accent made him sound insincere.,Genuine
19,Chagrin,Distress or embarrassment at having failed,"Much to his chagrin, he was not chosen for the promotion.",Satisfaction
20,"Complacency, Complacent",A self-satisfied attitude with no desire to improve,His complacency led to a decline in the company's performance.,Ambition
21,"Conciliate, Conciliatory","To soothe anger, make peace",He made a conciliatory gesture by apologizing first.,Antagonize
22,Degradation,The act of lowering in dignity or status,The degradation of the environment is a global concern.,Improvement
23,"Demure, Demurral",Modest and reserved in behavior,Her demure appearance belied her inner strength.,Bold
24,"Flippant, Flippancy",Lacking proper respect or seriousness,His flippant remarks about the serious issue upset everyone.,Serious
25,Hubris,"Excessive pride or self-confidence, often leading to downfall","His hubris blinded him to the potential risks, ultimately leading to the failure of his project.","Humility, Modesty"
