1,Imprudent,"Foolish, reckless",His imprudent decision to race a shopping cart down the hill ended exactly as you'd expect: with him in a bush.,"Wise, Cautious"

2,Tenacity,"Persistence, determination","His tenacity in building a treehouse was admirable, especially since he only had one hammer and an entire tree full of squirrels to deal with","Weakness, Indifference"

3,Venerable,Respected,The venerable professor was so respected that even the campus squirrels lined up to listen to his lectures,"Disrespected, Dishonorable"

4,Authoritarian,Enforcing strict obedience to authority,The authoritarian teacher had such strict rules that even whispering in class felt like a major rebellion,"Democratic, Permissive"

5,Quarrel,An angry argument or disagreement,Their quarrel over the last slice of cake was so intense that it ended with forks in the air like swords,"Agreement, Harmony"

6,Yield,1) To produce or generate (a result) 2) To surrender,"His hard work yielded excellent results, but he still had to yield to his little brother in their pillow fight","Resist, Defy"

7,Ambivalent,Having mixed feelings,"She felt ambivalent about the movie, loving the action scenes but hating the long romantic subplot","Decisive, Certain"

8,Endeavor,To try hard to do something,"He endeavored to bake a perfect cake, but somehow it turned into a pancake instead","Give up, Neglect"

9,Insurrection,A violent uprising or rebellion,"The squirrels staged an insurrection in the park, stealing every picnic basket in sight","Peace, Submission"

10,Contemplate,To think about for a long time,He spent hours contemplating the meaning of life-or at least the meaning of why his pizza always arrived cold,"Ignore, Dismiss"

11,Compel,To force someone to do something,"His love for dessert compelled him to eat three slices of cake, even though he was already full","Discourage, Dissuade"

12,Feasible,Possible to do easily or conveniently,"It wasn't exactly feasible to finish all his homework in one night, but a lot of snacks helped","Impossible, Unworkable"

13,Conjecture,"An opinion or conclusion that is unproven, a guess","His conjecture that aliens stole his homework was a little far-fetched, but who's to say for sure","Fact, Proof"

14,Arbitrary,"Based on random choice or personal impulse, rather than any reason or system","His decision to wear a suit to the beach was completely arbitrary and confused everyone, including the lifeguard","Reasoned, Logical"

15,Reinforce,To make stronger,"He reinforced the pillow fort with extra blankets, ensuring it could survive even the fiercest of sibling attacks","Weaken, Undermine"

16,To Temper,To serve as a neutralizing or counterbalancing force to something,"She tempered the spicy chili with a spoonful of sour cream, saving everyone's taste buds from certain doom","Intensify, Aggravate"

17,Decree,An official order or command,"The king issued a decree that all homework be completed before dessert, much to the children's dismay","Suggestion, Request"

18,Brevity,Concise use of words in writing or speech,"His brevity in giving directions was impressive, but it left everyone more confused than ever","Verbosity, Lengthiness"

19,Equivocal,Open to more than one interpretation; unclear,His equivocal answer about whether he ate the last cookie made it clear he was definitely guilty,"Clear, Definite"

20,Stronghold,"A place that is strongly defended, a fortress",The treehouse became their stronghold during the epic neighborhood water balloon fight,"Weakness, Vulnerability"

21,Conceive,To form or create a plan or idea,He conceived a brilliant plan to sneak snacks into the movie theater using his oversized jacket,"Destroy, Neglect"

22,Vanity,Excessive pride in one's own appearance or achievements,His vanity was so intense that he carried a mirror in his pocket just to check his reflection every five minutes,"Humility, Modesty"

23,Sluggish,Slow-moving,He was so sluggish after Thanksgiving dinner that even his attempt to get off the couch felt like an Olympic event,"Energetic, Quick"

24,Intuition,"Instinct, the ability to understand something immediately","Her intuition told her that the pie would be delicious, even though it looked slightly questionable","Logic, Reason"

25,Inexorable,Impossible to stop or prevent,The inexorable march of time eventually led him to the sad realization that all the ice cream was gone,"Flexible, Stoppable"

