1,Indignation,Anger or annoyance,"His indignation was obvious when he discovered his favorite snack was missing, and the culprit was his own dog","Calmness, Contentment"

2,Fetter,"To restrict or restrain, to put in chains","The strict rules fettered his creativity, making it impossible to express himself freely in art class","Free, Release"

3,Rigid,"Stiff, firm, unchangeable","His rigid schedule allowed no room for spontaneous ice cream breaks, much to the dismay of his friends","Flexible, Adaptable"

4,Cultivate,"To grow, to develop",She worked hard to cultivate a love of reading in her children by filling the house with books,"Neglect, Abandon"

5,Juvenile,"Young, childish, immature","His juvenile sense of humor made everyone roll their eyes, especially when he pulled out the whoopee cushion","Mature, Adult"

6,Convulsion,"A sudden, violent, irregular movement of the body","His attempt to dance looked more like a series of convulsions, but at least he was having fun","Calmness, Stillness"

7,Devise,To plan or invent by careful thought,"They devised an elaborate plan to surprise their friend, which involved cake, balloons, and a marching band","Improvise, Forget"

8,Immure,To imprison someone against their will,"The villain planned to immure the hero in a tower, but the hero had other ideas-like escaping through the window","Release, Liberate"

9,Perturb,To make someone anxious or unsettled; to disturb,The creepy noises coming from the attic perturbed him so much that he slept with the lights on,"Calm, Soothe"

10,Solicitude,Care or concern for someone or something,His grandmother's constant solicitude meant she was always asking if he'd eaten enough or needed a sweater,"Indifference, Neglect"

11,Pervasive,Spreading widely throughout an area or group of people,"The pervasive smell of freshly baked cookies filled the entire house, drawing everyone to the kitchen.","Limited, Contained"

12,Tyranny,Cruel and abusive government or rule,The king's tyranny led to a revolt as people demanded freedom from his unfair laws.,"Freedom, Democracy"

13,Apprehensive,Anxious or fearful that something bad or unpleasant will happen,"He was apprehensive about skydiving, but once he jumped, the fear turned into excitement","Confident, Relaxed"

14,Provision,1) A condition or requirement in a legal document 2) The act of providing services or resources,"The contract had a provision that allowed them to cancel anytime, which gave them peace of mind","Refusal, Neglect"

15,Insolent,Showing a rude lack of respect,His insolent remark to the teacher earned him a trip to the principal's office,"Polite, Respectful"

16,Consensus,General agreement,"After much debate, the group reached a consensus to order pizza for dinner.","Disagreement, Division"

17,Discord,Disagreement between people,The discord between the two teams was so intense that even the referees couldn't calm things down,"Harmony, Agreement"

18,Complement (verb),To add to (something) in a way that enhances or completes it,"The spicy salsa complemented the mild guacamole perfectly, creating a delicious balance of flavors.","Contrast, Clash"

19,Mortify,"To cause (someone) to feel embarrassed, ashamed, or humiliated",He was mortified when his phone rang loudly in the middle of the silent library.,"Comfort, Praise"

20,Dissipate,To disappear or evaporate,"The fog dissipated as the sun rose, revealing a clear view of the mountains","Gather, Accumulate"

21,Doctrine,A belief or set of beliefs,"The school's doctrine emphasized kindness and respect for all, values they instilled in every student","Ambiguity, Doubt"

22,Incomprehensible,Not able to be understood,"His handwriting was so messy that it was completely incomprehensible, leaving everyone guessing what the note said","Understandable, Clear"

23,Recount,"To tell someone about something, to give a report of an event","He eagerly recounted the story of his adventure at the amusement park, complete with sound effects and dramatic pauses","Conceal, Hide"

24,Inefficacious,Unable to produce the intended result,"His attempt to fix the leaky faucet with duct tape was inefficacious, and water sprayed everywhere","Effective, Successful"

25,Adversary,One's opponent or enemy,"His adversary in the chess tournament was a fierce competitor, but he managed to win with a clever move","Ally, Friend"

