1,Demeanor,"Manner, attitude, appearance","His cheerful demeanor was so infectious that even the grumpy cat started to smile-well, almost","Dullness, Hostility"

2,Emigration,The act of leaving one's own country,The emigration of penguins from Antarctica to a warmer beach resort was the talk of the animal kingdom,"Immigration, Arrival"

3,Irate,"Angry, furious",He became irate when he found out someone had eaten his last slice of pizza-revenge was inevitable,"Calm, Peaceful"

4,Tentative,"Unconfirmed, subject to change",Their tentative plans for a beach trip were quickly canceled when they realized they didn't have enough sunscreen,"Definite, Certain"

5,Merely,Only; just,"He merely wanted a snack, but ended up devouring the entire cake","Significantly, Considerably"

6,Deceive,To trick or mislead someone,"He deceived his little brother into believing that broccoli was just 'green candy,' but the taste gave it away","Honest, Inform"

7,Trifling,"Unimportant, insignificant",Arguing over who gets the front seat seemed trifling compared to the fact that they were late for the concert,"Significant, Important"

8,Labyrinthine,Complicated or confusing,The school's labyrinthine hallways made it feel like they needed a map and a compass just to find the cafeteria,"Simple, Straightforward"

9,Decrepit,"1) Weak, disabled 2) In a run-down state, decayed","The decrepit old house creaked so much, it sounded like it was telling ghost stories to itself","Sturdy, New"

10,Corroborate,"To confirm, to verify",The detective corroborated the suspect's alibi with security footage of him happily eating donuts at the time of the crime,"Contradict, Disprove"

11,Obstinacy,"Stubbornness, unwilling to change",His obstinacy about not asking for directions turned a 10-minute trip into a 2-hour adventure,"Flexibility, Open-mindedness"

12,Confinement,"Imprisonment, captivity","The dog's brief confinement in the backyard felt like a lifetime, and the dramatic escape plan began at once","Freedom, Release"

13,Monotony,"Boredom, dullness, lack of variety",The monotony of online meetings was only broken by the occasional appearance of a surprise cat on screen,"Excitement, Variety"

14,Degrade,Treat with disrespect,"The teacher reminded students not to degrade each other, even during competitive games of dodgeball","Respect, Honor"

15,Dilemma,A situation in which a difficult choice has to be made between 2 or more alternatives,He faced a true dilemma: whether to spend his last dollar on ice cream or save it for tomorrow's lunch,"Solution, Certainty"

16,Conventional,"Traditional, accepted, mainstream, standard","Wearing a suit to a pool party was far from conventional, but at least he looked sharp in the water","Unorthodox, Unconventional"

17,Proliferate,Increase or grow rapidly,His collection of quirky hats began to proliferate after he discovered a store that sold hats shaped like food,"Decrease, Dwindle"

18,Aesthetic,Concerned with beauty or the appreciation of beauty,Her aesthetic sense was so strong that she could turn even the most ordinary room into a work of art,"Unattractive, Plain"

19,Prominent,Important; famous,The prominent scientist was so famous that even aliens might recognize him if they came to Earth,"Obscure, Unimportant"

20,Unwieldy,Difficult to carry or move,"The unwieldy box of art supplies was so large that it looked like it was trying to move him, not the other way around","Manageable, Convenient"

21,Unilaterally,"Done by only one person or group, without the agreement of others","He unilaterally decided that every meeting should now involve cake, which no one objected to in the end.","Jointly, Collaboratively"

22,Stimulate,"To trigger, spark, or activate; to excite",The surprise visit from the puppy stimulated a wave of energy in the office that lasted for hours,"Suppress, Dull"

23,Abate,To become less intense or widespread,"The storm's intensity finally began to abate, leaving behind a rainbow and a yard full of soggy shoes","Intensify, Escalate"

24,Diligent,Hard-working,"Her diligent study habits paid off when she aced the final exam, making her textbooks proud","Lazy, Negligent"

25,Relegate,"To downgrade, to lower in rank or status","After losing the championship, they were relegated to second-tier status, but they vowed to make a comeback.","Promote, Elevate"

