1,Paucity,"Poverty, scarcity",The paucity of snacks at the party led to a fierce competition over the last slice of pizza,"Abundance, Plentifulness"

2,Ephemeral,"Temporary, short-lived",His enthusiasm for working out was ephemeral-lasting just long enough to post about it on social media,"Permanent, Lasting"

3,Prompt,To cause (someone) to take a course of action,The sight of chocolate cake promptly caused him to break his diet with zero hesitation,"Discourage, Deter"

4,Reverence,Deep respect for someone or something,"He showed great reverence for his grandma's cooking, bowing before every plate of lasagna like it was a royal feast","Disrespect, Scorn"

5,Disparity,A great difference,The disparity between his baking skills and his sister's was obvious when his cookies looked like rocks and hers like art,"Similarity, Equality"

6,Dispassionate,"Not influenced by strong emotion, fair-minded","As the judge, she remained dispassionate, even when the defendant made a very emotional argument about losing his last donut","Emotional, Biased"

7,Phenomenon,A noteworthy occurrence or situation,The sudden appearance of a double rainbow after the storm was such a phenomenon that everyone stopped to take selfies with it,"Ordinary, Normality"

8,Boast,"To brag, to show off",He boasted so much about his new car that his friends started pretending they couldn't hear him,"Humble, Conceal"

9,Irksome,"Irritating, annoying",The irksome sound of his neighbor's endless lawn mowing made him wish grass would just stop growing,"Pleasant, Agreeable"

10,Allude,"To suggest or call attention to indirectly, to make a reference to something",She alluded to the surprise party by 'accidentally' mentioning how much she loved cake in every conversation,"State Directly, Declare"

11,Omnipotence,Having unlimited or great power,"He felt a sense of omnipotence when he finally found the TV remote, as if he could control the whole universe","Powerlessness, Weakness"

12,Provoke,To cause a reaction or emotion (usually anger); to trigger,His joke about pineapple on pizza provoked a heated debate that threatened to divide the whole group of friends,"Pacify, Calm"

13,Indulge,To allow oneself to enjoy the pleasure of,He decided to indulge in a whole tub of ice cream after a long day of pretending to eat salads.,"Abstain, Deny"

14,Entrenched,Firmly established and unlikely to change,His entrenched belief that socks and sandals were the height of fashion would not be swayed by any amount of ridicule,"Flexible, Unstable"

15,Inherent,"Built-in, existing in something as a permanent or essential characteristic",His inherent love of naps made him the best couch tester in the world,"Acquired, External"

16,Vernacular,"Everyday informal language, local dialect","He quickly picked up the local vernacular, casually saying 'y'all' after just one day in Texas.","Formal Language, Literary Language"

17,Inquisition,"Interrogation, questioning",His mom's inquisition about his missing homework felt more intense than a detective show,"Neglect, Ignorance"

18,Anecdote,A short personal story,He told an amusing anecdote about the time he accidentally walked into the wrong Zoom meeting-and stayed for an hour,"Epic, Long Narrative"

19,Malign,"Evil in nature, harmful",The villain's malign plot to steal all the world's ice cream was met with global outrage,"Benevolent, Kind"

20,Anomaly,"Oddity, something that is not normal",His punctuality was such an anomaly that everyone asked if he was feeling okay when he arrived on time,"Normality, Usualness"

21,Inhibit,"To hold someone or something back, to suppress, to prevent","His fear of public speaking inhibited him from raising his hand in class, even when he knew all the answers","Encourage, Allow"

22,Mutable,Changeable,His mutable schedule meant that nobody ever knew when he'd actually show up,"Fixed, Stable"

23,Petty,1) Of little importance 2) Caring too much about trivial matters,The argument over whose turn it was to pick a movie was so petty that even the dog rolled his eyes,"Significant, Important"

24,Avid,Passionate about something,He was such an avid collector of rare comic books that he could smell a first edition from a mile away.,"Indifferent, Apathetic"

25,Invoke,To call on or refer to something,"He tried to invoke the '5-second rule' after dropping his sandwich, but it was too late-the dog already had it","Dismiss, Ignore"

