1,Altercation,A noisy argument or disagreement,Their altercation over who got the last slice of pizza was so loud that even the neighbors started voting on the winner,"Agreement, Harmony"

2,Robust,"Strong and healthy, durable","The robust tree withstood the storm, while everything else in the yard, including his hat, blew away","Weak, Fragile"

3,Subvert,To damage or weaken the authority of an established system,The rebellious student tried to subvert the school's dress code by wearing a neon-green tuxedo,"Support, Strengthen"

4,Melodramatic,"Exaggerated, sensationalized, or overemotional","His melodramatic reaction to losing a game of cards made it seem like he'd just lost a fortune, not just a deck of cards","Calm, Subdued"

5,Glut,An excess supply of something,"After the party, there was such a glut of cupcakes that even the ants got tired of them","Shortage, Scarcity"

6,Antipathy,"Hatred, dislike",His antipathy towards spiders was so strong that he wouldn't even stay in a room with a picture of one.,"Affection, Fondness"

7,Perilous,Dangerous,The perilous climb up the mountain was made worse by the fact that they forgot to pack any snacks,"Safe, Secure"

8,Conception,1) Origin or beginning 2) An idea or concept,"The conception of the new app came to him while eating ice cream, proving that dessert really does inspire greatness","End, Conclusion"

9,Repose,"Rest, relaxation","He found a rare moment of repose in the hammock, until the kids discovered him and turned it into a swing","Activity, Agitation"

10,Impede,"To create difficulties for someone or something, resulting in delay","The giant snowstorm impeded their journey, forcing them to stay in and watch movies all day instead","Assist, Facilitate"

11,Contradiction,A combination of statements or ideas that are opposed to one another; inconsistency,His claim that he loved exercising was a contradiction to his habit of napping during workout time,"Consistency, Agreement"

12,Judgmental,Having an excessively critical point of view; disapproving,His judgmental comments about everyone's outfits made it clear that he thought himself the fashion police,"Open-minded, Accepting"

13,Dismal,"Depressing, gloomy",The weather was so dismal that even the usually cheerful birds stayed silent in their nests,"Cheerful, Bright"

14,Ambiguous,Open to more than one interpretation; unclear,His ambiguous answer to whether he liked pineapple on pizza left everyone confused-was it a yes or a no?,"Clear, Definite"

15,Wayward,Difficult to control or predict because of unusual behavior,"The wayward kite zigzagged across the sky, making it impossible to predict where it would land-or if it would ever come down","Predictable, Obedient"

16,Implication,1) A conclusion that can be drawn from something 2) A consequence or result,The implication of skipping his homework was clear: extra chores on the weekend,"Explicitness, Clarification"

17,Deploy,To bring into effective action,"The team deployed their secret weapon in the water balloon fight, a giant slingshot that could launch balloons over the fence","Withdraw, Recall"

18,Credibility,"Believability, authority",His credibility as a chef skyrocketed after he won the local cooking competition with his famous chocolate mousse,"Doubt, Untrustworthiness"

19,Complacent,Overly satisfied or pleased with oneself,"His complacent attitude after winning one game made him underestimate his next opponent, who won with ease","Ambitious, Motivated"

20,Convoke,"To summon, to call together",The principal convoked the students for an emergency assembly to discuss the mysterious disappearance of all the cafeteria cookies,"Disperse, Dismiss"

21,Mocking,Making fun of someone or something in a cruel way,"His mocking imitation of the teacher's voice got a few laughs, but it also earned him a detention","Respectful, Kind"

22,Prospect,The possibility or likelihood of some future event occurring,"The prospect of summer vacation kept him going through the final weeks of school, even with a mountain of homework","Impossibility, Unlikelihood"

23,Amicable,Friendly,"Despite the breakup, their parting was surprisingly amicable, with no hard feelings and even a few shared laughs","Hostile, Unfriendly"

24,Predecessor,Someone or something that came before,"His predecessor left big shoes to fill, but he was confident he could lead the team just as well","Successor, Descendant"

25,Deter,To discourage (someone) from doing something,"The sign 'Beware of Dog' was enough to deter anyone from entering the yard, even though the dog was a tiny poodle","Encourage, Motivate"

