1,Eloquent,Fluent or persuasive in speaking or writing,His speech was so eloquent that even his dog stopped barking just to listen,"Inarticulate, dullness"

2,Austere,"Plain and without decoration, comforts, or anything extra",Her living room was so austere that the only decoration was a single chair-perfect for minimalist extreme sports.,"Ornate, Luxurious"

3,Dread,"To fear, be afraid of","He dreaded his mom's reaction to the broken vase, but he blamed the wind-inside the house.","Welcome, Anticipate"

4,Inevitable,Unavoidable,"It was inevitable that he would trip while texting and walking, as everyone saw it coming-except him","Avoidable, Uncertain"

5,To Stress,To emphasize,"She stressed the importance of cleaning the room, but it still looked like a tornado had moved in.","Downplay, Minimize"

6,Spawn,"To produce, generate, or create",The idea for his movie spawned after a dream where penguins took over the world with dance battles,"Destroy, Terminate"

7,Renounce,"To give up, deny, or surrender something",He renounced his superhero cape after one too many failed attempts at flying off the couch.,"Accept, Embrace"

8,Unprecedented,Never done or known before,His unprecedented move to start a cheese museum in his basement had the neighbors curiously excited.,"Common, Routine"

9,Broach,To bring up a difficult subject for discussion,"He broached the subject of missing rent with his landlord, who thankfully had a sense of humor-about everything except rent.","Avoid, Suppress"

10,Proxy,A person authorized to act on behalf of another; substitute,"He sent his dog as a proxy to the meeting, but all they got was a bowl of snacks and a nap under the table","Principal, Original"

11,Detrimental,"Harmful, damaging","Eating 10 donuts for breakfast might be detrimental to your health, but it's great for your mood-temporarily.","Beneficial, Constructive"

12,Secular,Having no religious or spiritual basis,"The concert was entirely secular, except for the part where the lead singer thanked 'the universe' for his fans","Sacred, Religious"

13,Innovative,New and different,"His innovative way of organizing his closet involved attaching his shirts to a ceiling fan-one quick spin, and he was dressed","Unoriginal, Traditional"

14,Tangible,Real and able to be shown or touched,"The excitement in the room was so tangible, you could practically high-five it.","Intangible, Abstract"

15,Disseminate,To spread widely (particularly information),"He tried to disseminate the news about the school trip, but it somehow turned into a rumor about a school-wide pizza party","Conceal, Contain"

16,Delegate (verb),To assign a task to another person,"He delegated the dishwashing duty to his little brother, but somehow the dishes were still dirty, and the brother was missing","Retain, Withhold"

17,Apparent,Clearly visible or understood; obvious,It became apparent that he had no idea how to assemble the furniture when the bookshelf started resembling a chair,"Hidden, Obscure"

18,Postulate,To suggest or propose something,"He postulated that pizza should be considered a vegetable, which earned him both laughs and several high-fives","Reject, Deny"

19,Speculate,"To guess, to form a theory without firm evidence",He speculated that his lost sock had fallen into a black hole because where else could it have gone?,"Prove, Verify"

20,Bazaar,A market selling a large variety of goods,"The bazaar had everything from handmade rugs to pet unicorn horns-for cats, of course.","Boutique, Supermarket"

21,Sporadic,"Scattered, irregular, unpredictable",His sporadic attempts to clean his room usually started strong and ended with him watching TV in the mess,"Consistent, Regular"

22,Suffrage,The right to vote,She celebrated when women gained suffrage by voting for the cutest puppy in the election for 'Pet of the Year.',"Disenfranchisement, Disqualification"

23,Incredulous,Unwilling or unable to believe something,"He was incredulous when his cat finally learned how to fetch. 'Next up,' he said, 'playing the piano.'","Believing, Gullible"

24,Idealistic,Unrealistically aiming for perfection,His idealistic goal of becoming a world-class chef in a week ended when he burned toast-three times in a row,"Realistic, Pragmatic"

25,Conflate,To mix or combine into one (typically ideas),"He conflated his birthday party with Halloween, so everyone showed up in costumes to celebrate his 'vampire cake.'","Separate, Divide"

