1,Proclaim,To announce officially or publicly,"The mayor proclaimed that every Friday would be Free Ice Cream Day, and the entire town cheered","Conceal, Suppress"

2,Obeisance,Deep respect,The knight showed obeisance to the queen by kneeling before her and swearing loyalty,"Disrespect, Scorn"

3,Modest,"1) Humble, not showy 2) Not large in size or amount","Despite his success, he remained modest, never boasting about his achievements.","Arrogant, Showy"

4,Adorn,To decorate,"They adorned the Christmas tree with lights, ornaments, and a star on top","Disfigure, Deface"

5,Solitude,The state or situation of being alone,"She found peace in the solitude of the forest, far away from the noise of the city.","Company, Togetherness"

6,Deplete,To use up the supply or resources of,"The long hike quickly depleted their water supply, leaving them thirsty and tired.","Replenish, Restore"

7,Solemn,Having or showing serious purpose and determination; formal,"The graduation ceremony was solemn, with speeches about the future and a few tears.","Joyful, Lighthearted"

8,Proponent,"A person who supports an idea, plan, or cause","He was a strong proponent of renewable energy, always promoting solar and wind power","Opponent, Critic"

9,Keen,Sharp; highly developed (usually the senses),Her keen sense of smell allowed her to detect the faintest hint of cookies baking.,"Dull, Blunt"

10,Engulf,To surround and cover completely,"The waves engulfed the small boat, leaving it barely visible beneath the water.","Release, Free"

11,Diverge,"To go in different directions from the same point, to become different","The paths diverged in the woods, and they had to choose which one to follow.","Converge, Unite"

12,Squalid,"Extremely dirty, poor, and unpleasant","The abandoned house was squalid, with broken windows and garbage everywhere.","Clean, Pristine"

13,Hypothetical,Imagined or suggested but not necessarily real or true,"The professor posed a hypothetical question about time travel, sparking a lively debate.","Actual, Real"

14,Pressing,Urgent or needing to be dealt with immediately,The pressing deadline forced him to work late into the night,"Minor, Unimportant"

15,Solicitation,"A request for money, information, or help",The charity sent out a solicitation for donations to help families in need,"Refusal, Denial"

16,Meddle,Interfere in something that is not one's concern,"His little brother loved to meddle in his business, always snooping around and asking too many questions","Ignore, Overlook"

17,Coarse,"1) Rough, not smooth 2) Rude or offensive in manner or speech","The sandpaper was coarse to the touch, perfect for smoothing out the rough wood.","Smooth, Refined"

18,Reproach,To criticize or express disapproval with someone,His mother reproached him for not finishing his homework before going out with friends.,"Praise, Approve"

19,Immerse,1) To put something completely under a liquid 2) To involve someone completely in an activity,"She immersed herself in the book, losing track of time as she read for hours.","Remove, Withdraw"

20,Clout,Power and influence (especially in politics or business),The CEO's clout in the industry meant that everyone listened when he spoke.,"Weakness, Powerlessness"

21,Exacerbate,To make something that is already bad worse,His decision to skip studying only exacerbated his stress when the exam arrived.,"Alleviate, Improve"

22,Dubious,Doubtful,He was dubious about the claim that eating chocolate could help you lose weight.,"Certain, Sure"

23,Plausible,"Possibly true, able to be believed, reasonable","His explanation for why he was late was plausible, though still a bit suspicious.","Implausible, Unlikely"

24,Notion,A belief or idea,The notion that he could finish the entire pizza by himself seemed ambitious but possible.,"Reality, Fact"

25,Impartial,Able to judge something fairly,"The judge was impartial, weighing both sides of the argument equally before making","Biased, Prejudiced"

