1,Aggregate,Collection or sum total,The aggregate of all his birthday gifts was impressive-especially the giant stuffed giraffe that wouldn't fit through the door,"Individual, Fragment"

2,Scatterbrained,"Disorganized, forgetful",His scatterbrained approach to packing meant he showed up to the beach with three pairs of socks but no swimsuit,"Organized, Focused"

3,Yearn,To have an intense feeling of longing for something,"After weeks of salad, he yearned for a cheeseburger like a desert yearns for rain.","Dislike, Reject"

4,Consummate (adj.),"Complete or perfect, having a high degree of skill","She was the consummate chess player, planning her moves ten steps ahead while her opponent was still figuring out where to sit.","Incomplete, Imperfect"

5,Endorse,To support,"The celebrity endorsed the new shoe brand, and suddenly everyone wanted to wear them-even though they looked like bananas","Oppose, Reject"

6,Ascertain,To find (something) out for certain,He had to ascertain whether his dog really ate his homework or if it was just an excuse-spoiler: it was both.,"Ignore, Overlook"

7,Onerous,"Involving a lot of effort, difficult",The onerous task of cleaning the garage took so long that he considered turning it into a new room instead,"Easy, Simple"

8,Objective (adj.),"Fair-minded, not influenced by personal feelings","The judge remained objective throughout the debate, even though one side had cookies as a bribe","Biased, Subjective"

9,Aspire,To hope to achieve something or be successful,"He aspired to become a world-famous chef, but for now, his specialty was burning toast","Settle, Neglect"

10,Obsolete,No longer produced or used; out of date,"His old flip phone was so obsolete that when he pulled it out, people thought it was an antique.","Modern, Current"

11,Inflammatory,Arousing angry or violent feelings,His inflammatory comment about pineapple on pizza sparked a fiery debate that nearly tore the group apart,"Calming, Soothing"

12,Sentiment,A view of or attitude towards a situation or event; a general feeling or opinion,"The general sentiment in the room was that cats were better than dogs, but the lone dog lover refused to back down","Indifference, Apathy"

13,Candor,Honesty,His candor during the meeting was refreshing-he wasn't afraid to say the project was a mess and needed fixing,"Deceit, Dishonesty"

14,Materialistic,Excessively concerned with material possessions or money,His materialistic obsession with buying the latest gadgets meant he owned five smartwatches-but only had one wrist,"Spiritual, Minimalist"

15,Prejudice,A dislike or unfair opinion (of someone) that is not based on reason or actual experience,"His prejudice against pineapple on pizza was so strong that he refused to try it, despite everyone's pleas","Fairness, Impartiality"

16,Distinct,Clearly separate and different,The distinct sound of the ice cream truck was enough to make every kid in the neighborhood drop what they were doing and run,"Similar, Indistinct"

17,Deference,Respect,"He treated his grandmother with deference, always listening carefully to her stories and following her advice.","Disrespect, Disregard"

18,Extensive,Large in amount or scale,His extensive collection of hats was so large that he needed a separate room just to store them all,"Limited, Small"

19,Impose,1) To force the acceptance of something 2) To cause inconvenience to someone,"He didn't want to impose on his friend by asking for a ride, but the bus stop was ten miles away","Relieve, Lift"

20,Articulate,Having the ability to speak fluently and persuasively,His ability to articulate his thoughts clearly made him the go-to person for giving speeches,"Inarticulate, Mumbled"

21,Pristine,Original and pure; not spoiled or worn from use,The pristine condition of the rare comic book made it worth more than his entire savings,"Dirty, Worn"

22,Veranda,A porch or balcony,"They spent the afternoon lounging on the veranda, sipping lemonade and enjoying the view of the garden","Interior, Indoors"

23,Atypical,"Unusual, uncommon","His atypical approach to baking involved using chili peppers in cupcakes, which had a surprisingly spicy reception","Typical, Common"

24,Subjugate,"To bring under domination or control, to conquer","The villain's plan was to subjugate the world with an army of robots, but his cat kept knocking over the blueprints.","Liberate, Free"

25,Ubiquitous,"Everywhere, universal",Cell phones have become so ubiquitous that you can't walk five feet without seeing someone staring at one.,"Rare, Scarce"

