1,Tactful,Showing sensitivity in dealing with others,She gave a tactful response to the sensitive question.,"Insensitive, thoughtless"

2,Temperament,A person's or animal's nature,Her cheerful temperament made her popular among friends.,"Moodiness, irritability"

3,Treacherous,Guilty of or involving betrayal; dangerous,The journey through the mountains was treacherous.,"Loyal, safe"

4,Undulate,"To move with a smooth, wave-like motion",The flag undulated in the breeze.,"Still, flat"

5,Excel,To be exceptionally good at something,He excels in mathematics and science.,"Fail, underperform"

6,Adept,Skilled or proficient at something,She is adept at solving complex problems.,"Incompetent, unskilled"

7,Allow,To give permission for something,The teacher allowed students to leave early.,"Forbid, deny"

8,Anticipate,To expect or predict,We anticipate a large crowd at the event.,"Doubt, disregard"

9,Bolster,To support or strengthen,The team bolstered their defense with a new player.,"Weaken, undermine"

10,Candid,Honest and straightforward,She gave a candid opinion about the project.,"Deceptive, reserved"

11,Coarse,Rough or crude in texture or manner,The coarse fabric irritated her skin.,"Smooth, refined"

12,Competent,Having the necessary ability or skills,She is highly competent in her field.,"Incompetent, inept"

13,Culmination,The highest point of something,Winning the championship was the culmination of their efforts.,"Beginning, nadir"

14,Deficient,Lacking in some necessary quality or element,Her diet was deficient in essential vitamins.,"Sufficient, adequate"

15,Dismayed,Feeling distressed or shocked,He was dismayed by the sudden change in plans.,"Comforted, reassured"

16,Dubious,Hesitating or doubting,She was dubious about the plan's success.,"Certain, confident"

17,Eminent,Famous and respected in a field,He is an eminent scientist known for his research.,"Obscure, unknown"

18,Exert,To apply effort or influence,She exerted all her strength to lift the box.,"Relax, refrain"

19,Exhilarating,Making one feel very happy or thrilled,The roller coaster ride was exhilarating.,"Dull, boring"

20,Hostile,Unfriendly or antagonistic,The atmosphere in the room was hostile after the argument.,"Friendly, amicable"

21,Hypothetical,Based on a possible idea or situation,The professor presented a hypothetical scenario to explain the concept.,"Actual, real"

22,Infer,To deduce or conclude from evidence,"From his silence, I inferred he was upset.","Misunderstand, confuse"

23,Modify,To make changes to something,The rules were modified to accommodate new players.,"Preserve, maintain"

24,Null,Having no legal or binding force,The contract was declared null and void.,"Valid, binding"

25,Onset,The beginning or start of something,The onset of winter brought heavy snow.,"End, conclusion"

