1,Demonstrate,To show or explain something clearly,The scientist demonstrated how the experiment works.,"Conceal, obscure"
2,Indulge,To allow oneself to enjoy the pleasure of something,She indulged in her favorite chocolate dessert.,"Deprive, restrain"
3,Innovative,Featuring new methods; advanced and original,The company is known for its innovative technology.,"Conventional, unoriginal"
4,Invoke,"To call upon something, especially a law or principle",The lawyer invoked a new precedent in the case.,"Dismiss, waive"
5,Petulant,Childishly sulky or bad-tempered,His petulant behavior irritated everyone at the meeting.,"Patient, agreeable"
6,Rash,Acting without careful consideration,His rash decision led to financial problems.,"Cautious, prudent"
7,Readily,Without hesitation; willingly,She readily agreed to help with the project.,"Reluctantly, unwillingly"
8,Scandalous,Causing general public outrage,The politician was involved in a scandalous affair.,"Respectable, honorable"
9,Scorn,The feeling of contempt or disdain,He looked at her with scorn after the argument.,"Respect, admiration"
10,Subsequently,After a particular thing has happened,He moved to New York and subsequently found a job.,"Previously, beforehand"
11,Ubiquitous,Present or existing everywhere,Smartphones have become ubiquitous in modern life.,"Rare, uncommon"
12,Unilateral,Performed by or affecting only one side,The decision was made unilaterally by the manager.,"Bilateral, mutual"
13,Urge,To strongly recommend or encourage,She urged her friends to join the charity event.,"Dissuade, discourage"
14,Contend,To struggle to surmount a difficulty,He contended with financial problems for years.,"Yield, concede"
15,Desolate,Deserted and bleak,The desolate landscape stretched for miles.,"Populated, thriving"
16,Diminish,To make or become less,Her influence in the company diminished over time.,"Increase, amplify"
17,Indiscriminately,Without careful distinction or choice,The bombings were carried out indiscriminately.,"Selectively, carefully"
18,Momentous,Of great importance or significance,The signing of the treaty was a momentous occasion.,"Trivial, insignificant"
19,Potent,Having great power or influence,The medicine was so potent that it worked immediately.,"Weak, ineffective"
20,Refute,To prove to be false or incorrect,She refuted the claims made by the opposition.,"Confirm, validate"
21,Reinforce,To strengthen or support,The soldiers reinforced their position on the battlefield.,"Weaken, undermine"
22,Reproach,To express disapproval or disappointment,He reproached his son for skipping school.,"Praise, commend"
23,Scrutinize,To examine closely and thoroughly,The auditor scrutinized the company's financial records.,"Overlook, ignore"
24,Surly,Bad-tempered and unfriendly,The waiter was surly and rude to the customers.,"Friendly, pleasant"
25,Surmount,To overcome a difficulty or obstacle,She surmounted numerous challenges to achieve her dream.,"Fail, surrender"
