1,Ornate,Elaborately decorated,The ornate palace impressed the visitors.,"Plain, simple"
2,Provocative,Causing anger or strong reaction,The provocative article sparked a heated debate.,"Uninspiring, dull"
3,Quantitative,Relating to measurable quantities,The report focused on quantitative data analysis.,"Qualitative, descriptive"
4,Sheer,Complete and utter,The sheer size of the mountain was awe-inspiring.,"Partial, limited"
5,Simple,Easily understood or done,The instructions were simple to follow.,"Complex, complicated"
6,Sinister,Giving the impression of harm,The abandoned house had a sinister appearance.,"Innocent, harmless"
7,Squalid,Extremely dirty and unpleasant,They lived in squalid conditions.,"Clean, tidy"
8,Transparent,Easy to perceive or detect,The glass was so transparent that it was nearly invisible.,"Opaque, unclear"
9,Tremendous,Very great in amount or intensity,The team made tremendous progress in a short time.,"Small, insignificant"
10,Unjust,Not based on fairness,The ruling was deemed unjust by many.,"Fair, just"
11,Accordingly,In a way that is appropriate,She adjusted her plans accordingly.,"Inappropriately, unsuitably"
12,Antipathy,A strong feeling of dislike,He felt an antipathy toward dishonesty.,"Affinity, liking"
13,Apprehension,Anxiety or fear about something,Her apprehension about the test was evident.,"Confidence, assurance"
14,Avid,Having an eager desire for something,He is an avid reader of mystery novels.,"Apathetic, indifferent"
15,Basic,Fundamental or essential,Learning the basic concepts is important.,"Complex, advanced"
16,Boost,To increase or improve something,The new ad campaign boosted sales significantly.,"Reduce, decrease"
17,Commission,An instruction or command,The artist received a commission to paint a portrait.,"Dismissal, refusal"
18,Confine,To keep within limits,The patient was confined to his room.,"Free, release"
19,Counteract,To neutralize the effects of something,The antidote counteracted the poison.,"Promote, enhance"
20,Counterargument,An argument made to oppose another argument,The lawyer presented a strong counterargument.,"Agreement, support"
21,Empirical,Based on observation or experience,The study provided empirical evidence for the theory.,"Theoretical, speculative"
22,Expend,To use up resources,The project expended a lot of time and money.,"Save, conserve"
23,Frankly,In an honest and direct way,She spoke frankly about her mistakes.,"Deceptively, dishonestly"
24,Lucrative,Producing a great deal of profit,The business turned out to be highly lucrative.,"Unprofitable, worthless"
25,Malleable,Easily influenced or shaped,Gold is a malleable metal.,"Rigid, inflexible"
