1,Unbothered by,Not disturbed or troubled by something,The cat was unbothered by the vacuum cleaner dance party.,"Disturbed by, concerned about"
2,Hesitant,Uncertain or slow to act due to doubt or fear,I was hesitant to try the purple mystery casserole.,"Eager, ready, willing"
3,Repository,A place where things are stored or collected,My brain is a vast repository of silly song lyrics.,"Distribution, outlet"
4,Petition,"A formal request, often signed by many people",We signed a petition for more office donuts.,"Demand, command"
5,Supposition,An assumption or hypothesis without proof,My supposition that gravity stops on Fridays was false.,"Fact, certainty"
6,Register,To record or enroll officially,I had to register my sock collection officially.,"Delete, unregister"
7,Crumble,To break into small pieces or collapse gradually,The ancient cookie began to crumble immediately.,"Solidify, strengthen"
8,Sympathy,"Understanding or feeling someone else's feelings, especially sadness",I felt sympathy for the dog who lost his ball.,"Indifference, apathy"
9,Comprehensive,Complete and including everything necessary,The book provided a comprehensive guide to napping.,"Incomplete, narrow"
10,Suspicion,A feeling or belief that something is wrong or likely true without proof,My suspicion grew after the dog blamed the cat.,"Trust, faith"
11,Assumption,something accepted as true without proof,My assumption that I had won the lottery was premature.,"Proof, evidence"
12,Stretching toward,Reaching out or extending in the direction of something,The cat was stretching toward the highest shelf of snacks.,"Retreating from, withdrawing from"
13,Clumsily,In an awkward or uncoordinated way,I clumsily tripped over the air itself.,"Gracefully, skillfully"
14,Enhancement,An improvement or increase in quality or value,Putting glitter on my toast was a flavor enhancement.,"Reduction, degradation"
15,Fabrication,Something made or invented; a lie or falsehood,His story about meeting an alien was a total fabrication.,"Truth, reality"
16,Revelation,A surprising or unknown fact made known,The shocking revelation was that my parrot knew algebra.,"Concealment, mystery"
17,Ineligible,Not qualified or allowed to do or be something,"Because I didn't finish my homework, I was ineligible for dessert.","Eligible, qualified"
18,Exception,Something that does not follow a rule or pattern,"My strange, green friend is the one exception to the rule about no guests.","Rule, norm"
19,Insensible to,Not aware of or affected by something,"My rock was completely insensible to my sad, teary poetry.","Sensitive to, aware of"
20,Launch,"To start or introduce something, such as a project or product",We decided to launch the new product with a massive cake.,"Halt, stop"
21,Minimize,To reduce something to the smallest possible amount or degree,We must minimize the distractions before the test.,"Maximize, increase"
22,Symbolize,To represent or stand for something else,The purple feather seemed to symbolize bad luck and bad fashion.,"State, contradict"
23,Reliable,Able to be trusted or depended on,My old alarm clock is surprisingly reliable for waking me up.,"Unreliable, untrustworthy"
24,Assistance,Help or support,I needed emergency assistance tying my tiny shoelaces.,"Obstruction, hindrance"
25,Verifiable,Able to be checked or proven true,The story about the giant carrot needed to be verifiable before publishing.,"Unverifiable, fictional"
