1,Reproduction,The process of making a copy or duplicate of something,Rabbits treat reproduction like a hobby.,"Sterility, extinction"
2,Disguise,Something that changes appearance to hide identity,My cat's disguise was just a napkin.,"Revelation, exposure"
3,Enduring,"Lasting for a long time, durable",His bad tie proved sadly enduring.,"Temporary, ephemeral"
4,Exclusive,"Limited to a particular group, not shared",Only famous cats get exclusive clubs.,"Inclusive, shared"
5,Uncertain,"Not sure or definite, doubtful",The forecast for raining frogs felt uncertain.,"Certain, sure"
6,Persuasive,Able to convince or influence someone,The baby's cries were highly persuasive.,"Doubtful, unconvincing"
7,Precede,To come before in time or order  Chaos always seems to precede,my diet.,"Follow, succeed"
8,Unvarying,"Not changing, constant",My dinner menu is sadly unvarying: pizza.,"Variable, diverse, changing"
9,Reciprocate,"To give or feel in return, respond mutually",I should reciprocate that high-five.,"Refuse, ignore"
10,Annotate,To add notes or comments to a text or diagram,Please annotate the silly doodle with notes.,"Delete, transcribe"
11,Equalize,To make equal or uniform,We must equalize the cookie distribution now!,"Unbalance, disparage"
12,Tough,Strong and durable; difficult to break or deal with,Grandma's burnt toast was amazingly tough.,"Fragile, weak"
13,Hideous,Extremely ugly or unpleasant,That purple plaid shirt is truly hideous.,"Beautiful, lovely"
14,Irresolvable,Impossible to solve or fix,Their argument about pizza toppings was utterly irresolvable.,"Solvable, resolvable"
15,Self-contradictory,Containing opposing or conflicting statements or ideas,"Saying ""I love silence"" loudly is self-contradictory.",Consistent logical
16,Convince,To persuade someone to believe or do something,I will convince my dog that bath time is fun.,"Dissuade, discourage"
17,Distract,To divert attention away from something,I used a squirrel to distract the guard.,"Concentrate, engage"
18,Testify,"To give evidence or bear witness, especially in legal contexts",I must testify that my cat stole the snacks.,"Deny, repudiate"
19,Conflict,A serious disagreement or argument,There was intense conflict over the last donut.,"Agreement, consensus"
20,Mock,To make fun of or ridicule,Don't mock my incredibly bad dancing.,"Praise, compliment"
21,Unsympathetic,Showing no pity or understanding toward someone or something,The drill sergeant was highly unsympathetic to my late nap.,"Compassionate, kind"
22,Neutral,Not taking sides; unbiased or impartial,I try to be neutral about coffee versus tea.,"Biased, opinionated"
23,Catalyzing,Causing or speeding up a reaction or change,Coffee is key to catalyzing my morning work.,"Slowing, inhibiting"
24,Voluntarily,"Done by choice or free will, without being forced",I voluntarily agreed to eat the last slice.,"Compulsorily, involuntarily"
25,Tenderly,Gently and with care or affection,She tenderly placed the pizza in the box.,"Roughly, harshly"
