1,Pretentiousness,The quality of being showy or self-important,Her pretentiousness was apparent in the way she spoke.,"Modesty, humility"
2,Ineluctable,Impossible to avoid or resist,The consequences of his actions were ineluctable.,"Avoidable, escapable"
3,Equivocal,Open to more than one interpretation; ambiguous,"Her reply was equivocal, leaving us uncertain of her intentions.","Clear, definite"
4,Inconsequential,Not important or significant,The typo in the document was inconsequential to the final decision.,"Significant, meaningful"
5,Manifestations,Visible signs or expressions of something,The protests were manifestations of widespread discontent.,"Concealments, absences"
6,Obscure,Not clearly understood or easily expressed,The explanation was too obscure for most to understand.,"Clear, evident"
7,Rectify,To correct or make something right,He tried to rectify his mistakes by apologizing.,"Worsen, corrupt"
8,Ameliorate,To make a bad situation better,Efforts were made to ameliorate the living conditions in the area.,"Worsen, exacerbate"
9,Unattainable,Impossible to achieve,The peak was deemed unattainable without proper equipment.,"Achievable, possible"
10,Superfluous,"Unnecessary, especially through being more than enough",He spent money on superfluous items he didn't need.,"Necessary, essential"
11,Amorphous,Without a clearly defined shape or form,The plan was amorphous and lacked clear goals.,"Defined, structured"
12,Misconstrued,Interpreted wrongly,His comments were misconstrued as criticism.,"Understood, clarified"
13,Prohibitive,Excessively expensive; forbidding,The cost of the tickets was prohibitive for most families.,"Affordable, accessible"
14,Stipulate,To demand or specify as part of an agreement,The contract stipulates the terms of the agreement clearly.,"Suggest, imply"
15,Induce,To bring about or give rise to,The drug can induce drowsiness in some patients.,"Prevent, hinder"
16,Engender,To cause or give rise to a feeling or situation,Their actions engendered trust among the team members.,"Suppress, discourage"
17,Dispersed,Scattered across a wide area,The seeds were dispersed by the wind.,"Concentrated, gathered"
18,Supplant,"To take the place of something, often by force",The new product aims to supplant its predecessor.,"Retain, preserve"
19,Austere,Severe or strict in manner or appearance,Her austere demeanor was softened by her kindness.,"Luxurious, indulgent"
20,Equitable,Fair and impartial,The decision was equitable to all parties involved.,"Unfair, biased"
21,Augment,To make something greater by adding to it,The team augmented their resources to meet the deadline.,"Reduce, decrease"
22,Conventional,Based on or in accordance with what is traditionally done,"Her dress style was very conventional, fitting societal norms.","Unorthodox, unconventional"
23,Idiosyncratic,Distinctive or peculiar to an individual,His idiosyncratic habits made him memorable.,"Common, typical"
24,Coalesce,To come together to form one whole,The rivers coalesce into a large delta.,"Separate, divide"
25,Synopsis,A brief summary or general overview,The report provided a concise synopsis of the findings.,"Expansion, elaboration"
