1,Abundant,Existing in large quantities; plentiful,The harvest was abundant this year.,"Scarce, insufficient"
2,Coarseness,The quality of being rough or crude,The coarseness of his language offended the audience.,"Refinement, delicacy"
3,Orthodox,Adhering to traditional beliefs or practices,He follows orthodox religious practices.,"Unorthodox, unconventional"
4,Reverberate,To echo or resound repeatedly,The sound of the explosion reverberated through the valley.,"Muffle, silence"
5,Municipal,Relating to a town or city and its governance,Municipal elections will be held next month.,"Private, rural"
6,Sway,To move back and forth or to influence someone's opinion,The wind swayed the trees gently.,"Steady, stabilize"
7,Spurious,Not genuine or false,The spurious claims were dismissed by the court.,"Authentic, genuine"
8,Indulgently,In a manner showing excessive generosity or leniency,She indulgently allowed her child to stay up late.,"Strictly, harshly"
9,Behold,To observe or see something,We beheld the stunning view from the mountain.,"Ignore, overlook"
10,Satiate,To satisfy fully or to excess,The buffet satiated everyone's hunger.,"Deprive, starve"
11,Convening,The act of gathering or assembling,The convening of the council was announced yesterday.,"Dismissing, dispersing"
12,Idealize,To view something or someone as perfect,She tends to idealize her past experiences.,"Criticize, devalue"
13,Heterodox,Not conforming to established doctrines or beliefs,His heterodox views often spark debates.,"Orthodox, conformist"
14,Irrefutable,Impossible to deny or disprove,The evidence presented was irrefutable.,"Refutable, questionable"
15,Venerate,To regard with great respect or reverence,They venerate the founder of their community.,"Disrespect, despise"
16,Arduous,Involving great effort or difficulty,Climbing the mountain was an arduous task.,"Easy, effortless"
17,Strenuous,Requiring much effort or energy,The strenuous workout left him exhausted.,"Effortless, relaxed"
18,Unpretentious,Not pretentious; simple and sincere,Her unpretentious manner made her approachable.,"Pretentious, pompous"
19,Satiable,Capable of being satisfied,He is easily satiable with small portions.,"Insatiable, unquenchable"
20,Incongruous,Not in harmony with surroundings or expectations,The modern decor was incongruous with the ancient building.,"Harmonious, fitting"
21,Recurrent,Occurring or appearing again periodically,The symptoms were recurrent every few weeks.,"Irregular, singular"
22,Imposing,Grand and impressive in appearance,The imposing mansion stood at the edge of the cliff.,"Modest, unimpressive"
23,Venerable,Commanding respect due to age or dignity,The venerable professor was admired by all.,"Modern, dishonorable"
24,Erratic,Unpredictable or inconsistent,His erratic behavior confused his colleagues.,"Consistent, stable"
25,Benevolent,Well-meaning and kind,Her benevolent actions benefited the entire village.,"Malevolent, cruel"
