1,unrivaled,Without equal; unmatched,Her unrivaled talent won her the championship.,inferior
2,immutable,Unchangeable; fixed,The immutable laws of physics govern the universe.,changeable
3,amalgamated,Combined or united,The two companies amalgamated to form a larger corporation.,separated
4,promulgated,Formally announced or made public,The new policy was promulgated through an official statement.,concealed
5,foretell,To predict or prophesy,The oracle could foretell the kingdom's future.,conceal
6,pretentious,Attempting to impress by appearing more important,His pretentious speech annoyed the audience.,humble
7,presuppose,To assume beforehand,The theory presupposes a basic understanding of math.,disprove
8,intercede,To intervene on behalf of another,She interceded to resolve the conflict between friends.,avoid
9,jointly,Done together by two or more parties,They jointly organized the community event.,individually
10,retroactively,Applied to past events,The law was applied retroactively to past cases.,prospectively
11,rigor,Strictness or thoroughness,The rigor of the training program prepared them well.,leniency
12,obscurity,The state of being unknown or unclear,The poet lived in obscurity for most of her life.,fame
13,visionary,Having foresight or imagination,His visionary ideas transformed the industry.,shortsighted
14,sarcastic,Using irony to mock or convey contempt,Her sarcastic remark hurt his feelings.,sincere
15,impede,To hinder or obstruct,Heavy traffic impeded their journey.,assist
16,reciprocity,Mutual exchange,Their friendship was built on reciprocity.,selfishness
17,cohesion,The act of sticking together,Team cohesion improved their performance.,division
18,contentious,Causing or likely to cause disagreement,The contentious debate divided the group.,agreeable
19,exorbitant,Unreasonably high or excessive,The exorbitant price of the car shocked buyers.,reasonable
20,warranted,Justified or necessary,Her reaction was warranted given the situation.,unjustified
21,mediated by,Resolved through an intermediary,The dispute was mediated by a neutral party.,direct
22,overshadow,To dominate or make less important,His success overshadowed his earlier failures.,highlight
23,persisting,Continuing to exist or endure,Her persisting efforts finally paid off.,ceasing
24,burdensome,Difficult to carry out or fulfill,The burdensome task exhausted the team.,easy
25,lean,Thin or lacking excess,The lean budget forced them to cut expenses.,excessive
