1,Perform,To carry out an action or task,The actor will perform in the play tonight.,Fail
2,Decouple,To separate or disengage,The engineers decided to decouple the two systems for safety.,Connect
3,Material,Important or relevant; also physical substance,The lecture covered material essential for the final exam.,Irrelevant
4,Evident,Clearly seen or understood,Her excitement was evident from her smile.,Hidden
5,Expected,Regarded as likely or probable,The results were expected based on previous studies.,Unexpected
6,Involve,To include or engage,The project will involve students from all grades.,Exclude
7,Particular,Specific or special,She had a particular interest in biology.,General
8,Supplement,Something added to complete or enhance,He took a vitamin supplement every morning.,Reduce
9,Neglect,Failure to care for properly,The plants died due to neglect.,Care
10,Distort,To twist out of shape or misrepresent,The mirror distorted her reflection.,Clarify
11,Analyses,Detailed examinations or studies of something,The scientist conducted multiple analyses on the samples.,Summaries
12,Coincidental,Happening by chance without apparent cause,Their meeting at the airport was purely coincidental.,Intentional
13,Measure,"To assess or determine the size, amount, or degree of something",Scientists measure temperature using a thermometer.,Estimate (loosely); Misjudge
14,Vary,To change or alter,The prices vary depending on the season.,Stay the same
15,Increase,To become or make greater in size or amount,Sales increased significantly during the holiday season.,Decrease
16,Unfold,To open or reveal something gradually,The story began to unfold as more details emerged.,Fold
17,Remove,To take away or eliminate,She removed her name from the volunteer list.,Add
18,Turnover,The rate at which employees leave and are replaced; also total sales,High turnover made it difficult for the company to maintain stability.,Retention
19,Dissonance,Lack of harmony or agreement; conflict,There was clear dissonance between his words and actions.,Harmony
20,Aggregation,A collection or gathering of things,The report included an aggregation of data from various sources.,Separation
21,Abatement,Reduction or decrease,There was an abatement in noise after the construction ended.,Increase
22,Indolence,Avoidance of activity or exertion; laziness,Her indolence kept her from finishing the project on time.,Diligence
23,Nonchalance,Casual lack of concern; indifference,His nonchalance during the exam worried the teacher.,Concern
24,Perturbation,A disturbance or disruption,The sudden noise caused a perturbation in the classroom.,Calm
25,Curtail,To reduce or cut short,The company had to curtail its spending due to budget constraints,Expand
